Emotion,Mood_Intensity,Sleep_Quality,Feedback,Age,Gender,Time_of_Day,Location,Weather,Activity,Frequency
Stressed,2,7,2,35,Female,Night,Home,Snowy,Exercising,4.320483193
Relaxed,4,8,1,26,Male,Morning,Public Space,Cloudy,Socializing,6.084674124
Sad,2,3,1,24,Female,Morning,Work,Cloudy,Relaxing,5.365176378
Sad,5,9,4,46,Female,Evening,Outdoors,Snowy,Working,5.667212304
Happy,3,1,3,18,Male,Morning,Home,Rainy,Socializing,5.782708109
Sad,3,1,4,20,Male,Morning,Public Space,Cloudy,Working,5.465242835
Stressed,4,8,3,24,Female,Evening,Home,Snowy,Relaxing,5.017224598
Stressed,2,4,2,41,Female,Night,Home,Sunny,Exercising,4.810940902
Relaxed,4,8,5,50,Female,Evening,Home,Cloudy,Exercising,5.647644191
Relaxed,5,6,1,63,Female,Afternoon,Outdoors,Snowy,Working,5.573845683
Sad,3,10,3,38,Male,Night,Outdoors,Snowy,Exercising,5.920840135
Sad,1,2,5,22,Female,Morning,Public Space,Cloudy,Exercising,5.467884619
Sad,4,8,5,36,Male,Evening,Home,Snowy,Working,5.57106826
Relaxed,5,10,3,35,Female,Night,Outdoors,Cloudy,Relaxing,6.059594773
Anxious,1,5,3,55,Male,Night,Home,Cloudy,Exercising,4.590089274
Sad,5,8,2,20,Male,Morning,Outdoors,Cloudy,Exercising,5.887620446
Happy,3,7,1,48,Female,Afternoon,Outdoors,Sunny,Socializing,5.75616965
Sad,4,8,2,55,Female,Morning,Home,Sunny,Working,4.866770091
Relaxed,1,7,3,64,Female,Night,Public Space,Snowy,Relaxing,5.27560961
Anxious,3,6,5,26,Female,Night,Public Space,Snowy,Exercising,4.546145262
Happy,4,1,4,63,Male,Morning,Work,Cloudy,Socializing,5.786200814
Stressed,1,1,4,58,Female,Morning,Home,Rainy,Socializing,4.404396523
Anxious,2,7,5,22,Male,Evening,Public Space,Rainy,Working,4.76246288
Sad,4,1,2,40,Female,Afternoon,Work,Sunny,Working,4.813583199
Stressed,1,6,3,64,Female,Afternoon,Outdoors,Rainy,Working,4.790276432
Sad,4,7,2,64,Female,Night,Outdoors,Rainy,Relaxing,5.718394752
Anxious,3,2,2,43,Female,Night,Home,Sunny,Exercising,4.570067686
Sad,2,6,4,19,Male,Evening,Outdoors,Snowy,Working,4.958897903
Stressed,4,4,4,25,Female,Morning,Public Space,Rainy,Relaxing,4.945508029
Happy,3,9,2,27,Male,Night,Public Space,Sunny,Relaxing,6.069259721
Relaxed,4,2,5,31,Female,Evening,Outdoors,Rainy,Socializing,6.056689564
Anxious,1,8,2,59,Male,Evening,Public Space,Snowy,Relaxing,4.477117527
Anxious,4,2,3,27,Male,Evening,Public Space,Sunny,Exercising,4.616950543
Anxious,1,4,5,58,Male,Afternoon,Public Space,Rainy,Relaxing,3.936399215
Relaxed,3,5,2,56,Female,Morning,Public Space,Snowy,Exercising,5.794671224
Relaxed,5,5,4,24,Female,Morning,Work,Cloudy,Exercising,6.465154347
Stressed,2,4,5,43,Female,Evening,Public Space,Snowy,Socializing,5.150624186
Stressed,3,1,2,57,Female,Afternoon,Public Space,Rainy,Working,5.013970399
Anxious,2,2,5,54,Male,Night,Home,Cloudy,Working,4.634249226
Sad,4,5,2,23,Male,Morning,Work,Cloudy,Socializing,5.230478034
Relaxed,1,5,2,56,Female,Evening,Work,Snowy,Working,5.734259823
Anxious,5,7,5,19,Male,Morning,Public Space,Cloudy,Relaxing,5.02805779
Anxious,5,1,1,23,Male,Morning,Outdoors,Snowy,Exercising,4.396522356
Sad,2,9,3,43,Female,Night,Work,Rainy,Relaxing,5.062022883
Relaxed,3,7,1,60,Male,Evening,Outdoors,Snowy,Exercising,6.139819892
Happy,1,10,1,55,Male,Morning,Work,Snowy,Exercising,6.149591632
Relaxed,1,8,2,58,Male,Morning,Public Space,Snowy,Socializing,5.690308278
Stressed,2,2,5,62,Male,Night,Outdoors,Snowy,Exercising,4.55104426
Sad,4,2,3,62,Male,Night,Outdoors,Sunny,Relaxing,5.697111443
Sad,3,9,2,37,Male,Afternoon,Public Space,Rainy,Exercising,4.892099231
Relaxed,3,5,1,44,Male,Night,Outdoors,Snowy,Working,5.364965656
Happy,3,8,2,51,Male,Morning,Outdoors,Cloudy,Working,6.154228931
Anxious,5,2,3,63,Female,Morning,Outdoors,Sunny,Socializing,4.082834002
Sad,4,5,4,40,Female,Morning,Work,Sunny,Socializing,5.150745547
Happy,1,6,3,20,Female,Night,Work,Snowy,Relaxing,6.528723996
Stressed,2,1,4,59,Male,Morning,Home,Sunny,Working,4.265594757
Sad,4,4,3,41,Male,Night,Work,Rainy,Exercising,5.055882618
Relaxed,4,7,1,58,Male,Morning,Outdoors,Rainy,Socializing,6.171609117
Relaxed,1,3,1,20,Male,Night,Outdoors,Sunny,Exercising,5.135289441
Relaxed,4,3,3,31,Female,Night,Outdoors,Snowy,Working,6.186696011
Anxious,1,4,1,30,Male,Night,Outdoors,Cloudy,Socializing,4.553107124
Anxious,4,6,2,43,Female,Night,Work,Snowy,Exercising,4.446710906
Happy,5,2,2,22,Female,Morning,Public Space,Sunny,Relaxing,6.251661239
Happy,3,6,5,55,Male,Evening,Outdoors,Cloudy,Socializing,6.676876139
Anxious,4,9,1,59,Female,Morning,Outdoors,Rainy,Working,4.527407879
Relaxed,1,7,5,39,Female,Evening,Public Space,Snowy,Socializing,5.885615866
Sad,3,2,2,53,Male,Morning,Home,Rainy,Relaxing,5.546733692
Happy,2,7,5,21,Female,Evening,Public Space,Rainy,Relaxing,6.562413608
Sad,5,6,2,42,Female,Afternoon,Home,Cloudy,Working,5.567638618
Sad,3,7,1,23,Female,Afternoon,Public Space,Cloudy,Exercising,5.045732784
Happy,4,10,4,24,Female,Afternoon,Public Space,Cloudy,Relaxing,6.14242579
Happy,3,7,2,41,Female,Afternoon,Home,Cloudy,Socializing,6.097870239
Happy,5,10,4,62,Male,Night,Work,Rainy,Socializing,6.52800289
Anxious,5,4,2,38,Male,Afternoon,Home,Sunny,Working,3.925436432
Happy,2,2,4,36,Male,Morning,Home,Rainy,Socializing,6.609103449
Happy,5,6,5,57,Male,Night,Outdoors,Rainy,Relaxing,6.137407498
Happy,3,3,2,25,Male,Afternoon,Public Space,Sunny,Working,6.23703173
Sad,3,1,3,64,Female,Night,Outdoors,Sunny,Relaxing,5.142784566
Relaxed,5,8,1,37,Female,Morning,Public Space,Cloudy,Working,6.126963546
Sad,3,10,1,36,Male,Evening,Work,Sunny,Socializing,5.602662883
Happy,3,6,4,50,Female,Night,Public Space,Cloudy,Working,6.572655839
Relaxed,2,8,5,19,Female,Afternoon,Home,Sunny,Relaxing,5.925236825
Sad,4,9,5,54,Male,Evening,Home,Sunny,Working,5.299774845
Stressed,3,2,3,62,Male,Night,Public Space,Rainy,Exercising,5.086972941
Sad,5,2,3,45,Female,Evening,Work,Rainy,Working,5.703496514
Stressed,4,2,1,64,Male,Afternoon,Work,Rainy,Working,4.856916386
Stressed,5,9,5,52,Female,Morning,Public Space,Snowy,Exercising,5.260466713
Sad,3,6,4,53,Female,Night,Work,Snowy,Socializing,5.509695755
Relaxed,3,5,2,53,Male,Night,Public Space,Sunny,Socializing,5.719557631
Anxious,1,1,3,59,Male,Evening,Public Space,Sunny,Socializing,4.040423155
Sad,2,7,3,44,Male,Morning,Public Space,Cloudy,Socializing,4.837562577
Sad,4,9,2,56,Female,Afternoon,Work,Cloudy,Socializing,5.005072202
Anxious,4,4,4,58,Male,Morning,Public Space,Sunny,Exercising,4.219790365
Relaxed,1,1,5,54,Male,Afternoon,Public Space,Cloudy,Relaxing,5.981492673
Stressed,2,9,1,27,Female,Evening,Work,Rainy,Relaxing,4.319614457
Stressed,4,5,1,21,Male,Afternoon,Home,Rainy,Exercising,5.20651439
Anxious,1,9,4,60,Female,Night,Work,Snowy,Working,3.835608409
Sad,2,8,1,49,Female,Afternoon,Outdoors,Rainy,Relaxing,4.844376956
Relaxed,5,6,4,34,Male,Morning,Work,Cloudy,Relaxing,6.296522254
Stressed,3,2,3,37,Female,Evening,Home,Sunny,Exercising,5.06104345
Relaxed,1,5,1,53,Male,Night,Home,Cloudy,Relaxing,5.940580741
Sad,4,5,4,23,Male,Night,Outdoors,Cloudy,Working,5.60539454
Anxious,1,3,2,51,Male,Afternoon,Public Space,Snowy,Working,3.68252668
Sad,5,3,4,52,Female,Evening,Outdoors,Rainy,Socializing,5.287378492
Anxious,1,10,1,41,Female,Morning,Outdoors,Sunny,Relaxing,3.999972852
Relaxed,2,7,4,37,Male,Night,Public Space,Rainy,Socializing,6.243439311
Anxious,2,10,5,32,Male,Afternoon,Public Space,Snowy,Socializing,4.377251661
Sad,4,7,5,63,Male,Afternoon,Home,Rainy,Working,5.889618573
Relaxed,4,8,2,60,Female,Night,Public Space,Sunny,Working,5.352137853
Anxious,1,6,1,36,Male,Evening,Home,Rainy,Working,3.81089684
Happy,1,1,4,40,Male,Night,Public Space,Cloudy,Socializing,5.690588709
Happy,4,5,5,39,Male,Afternoon,Home,Snowy,Socializing,6.408452153
Relaxed,3,3,4,51,Female,Morning,Work,Sunny,Exercising,5.460098452
Stressed,2,3,4,46,Female,Night,Outdoors,Sunny,Exercising,5.005494035
Stressed,4,1,4,49,Male,Evening,Public Space,Sunny,Relaxing,4.403181337
Happy,3,3,3,35,Male,Morning,Work,Cloudy,Relaxing,5.838954603
Relaxed,4,8,1,50,Female,Morning,Home,Rainy,Working,6.224579004
Relaxed,3,10,3,54,Male,Night,Public Space,Snowy,Working,5.660954181
Anxious,4,5,3,56,Male,Afternoon,Public Space,Cloudy,Relaxing,4.64837924
Anxious,4,10,1,60,Male,Morning,Outdoors,Rainy,Working,4.535040463
Sad,1,1,5,28,Female,Afternoon,Work,Sunny,Socializing,4.991389812
Stressed,2,6,3,58,Male,Night,Home,Snowy,Socializing,5.219366328
Anxious,3,6,2,57,Female,Evening,Home,Sunny,Exercising,3.801624109
Stressed,2,5,3,44,Male,Morning,Work,Sunny,Relaxing,4.954599604
Anxious,1,1,4,51,Female,Evening,Outdoors,Sunny,Working,3.98626968
Sad,1,7,5,54,Male,Afternoon,Outdoors,Sunny,Socializing,5.813171394
Happy,3,7,4,40,Female,Afternoon,Public Space,Snowy,Socializing,5.967732788
Relaxed,3,10,5,62,Male,Morning,Home,Snowy,Exercising,5.740598704
Happy,1,2,4,32,Female,Morning,Work,Snowy,Working,5.743159286
Stressed,5,8,3,29,Female,Evening,Public Space,Cloudy,Exercising,5.429993949
Sad,5,8,1,19,Female,Afternoon,Outdoors,Sunny,Relaxing,4.985871522
Anxious,3,10,1,48,Male,Night,Public Space,Rainy,Working,4.042793778
Happy,3,7,4,48,Male,Evening,Work,Cloudy,Exercising,6.637603572
Happy,4,5,1,37,Female,Morning,Home,Rainy,Working,6.540537831
Happy,1,5,4,20,Male,Night,Outdoors,Rainy,Exercising,6.478647147
Happy,3,2,5,54,Female,Afternoon,Work,Rainy,Socializing,6.681603678
Sad,2,4,4,29,Female,Afternoon,Work,Snowy,Socializing,5.087876215
Relaxed,3,3,5,22,Male,Afternoon,Work,Rainy,Socializing,6.007588658
Sad,4,4,4,60,Female,Afternoon,Work,Cloudy,Exercising,5.428559255
Stressed,1,2,1,51,Male,Morning,Work,Snowy,Relaxing,4.438015249
Anxious,5,6,3,57,Male,Night,Work,Cloudy,Relaxing,4.168788006
Sad,2,7,5,55,Female,Morning,Home,Snowy,Working,5.196026721
Anxious,2,9,5,35,Female,Evening,Home,Sunny,Socializing,4.095713312
Sad,2,2,4,63,Female,Afternoon,Work,Sunny,Relaxing,5.682568888
Sad,4,9,2,54,Female,Morning,Work,Rainy,Exercising,5.78236493
Sad,5,4,3,42,Male,Afternoon,Public Space,Snowy,Socializing,5.146221975
Relaxed,1,2,3,37,Male,Afternoon,Public Space,Cloudy,Working,5.510573048
Relaxed,4,4,1,53,Male,Morning,Work,Cloudy,Working,5.734494896
Anxious,4,5,4,56,Male,Morning,Work,Snowy,Socializing,4.262949036
Stressed,5,9,3,29,Female,Night,Home,Snowy,Exercising,4.924700665
Sad,5,7,3,39,Male,Afternoon,Outdoors,Snowy,Socializing,5.307561258
Happy,1,5,5,41,Male,Afternoon,Work,Cloudy,Socializing,6.12225149
Stressed,3,6,3,45,Female,Evening,Work,Rainy,Socializing,5.263484252
Stressed,5,3,1,51,Female,Morning,Work,Rainy,Working,5.067455852
Anxious,2,4,2,31,Female,Afternoon,Public Space,Sunny,Socializing,4.578079767
Relaxed,4,9,3,38,Female,Night,Outdoors,Snowy,Working,6.45432019
Happy,2,5,4,61,Female,Afternoon,Home,Rainy,Relaxing,6.344375227
Anxious,4,10,1,19,Male,Morning,Public Space,Snowy,Exercising,4.499566506
Happy,5,3,4,51,Female,Morning,Outdoors,Snowy,Relaxing,6.73978312
Anxious,5,6,3,19,Female,Night,Outdoors,Rainy,Relaxing,4.703066462
Relaxed,1,10,3,26,Male,Night,Public Space,Sunny,Socializing,5.847529165
Stressed,5,9,1,55,Female,Afternoon,Work,Cloudy,Exercising,4.685330306
Happy,5,10,3,22,Female,Afternoon,Work,Snowy,Exercising,6.19469689
Relaxed,3,1,4,31,Female,Morning,Home,Rainy,Exercising,5.753713108
Sad,1,4,5,40,Female,Morning,Home,Sunny,Socializing,4.829557211
Happy,4,4,3,34,Male,Evening,Work,Cloudy,Socializing,6.538608648
Anxious,4,3,4,32,Male,Morning,Work,Rainy,Socializing,4.893135493
Happy,1,6,1,38,Male,Afternoon,Public Space,Rainy,Exercising,6.649954194
Relaxed,4,7,2,42,Male,Evening,Outdoors,Rainy,Relaxing,6.291496279
Anxious,5,9,5,57,Female,Night,Outdoors,Rainy,Socializing,4.810761134
Stressed,3,10,1,54,Male,Afternoon,Work,Rainy,Relaxing,5.10356804
Anxious,4,1,1,22,Female,Evening,Home,Cloudy,Socializing,3.915868806
Stressed,1,2,5,61,Female,Night,Home,Sunny,Exercising,4.325254572
Anxious,5,9,1,56,Female,Afternoon,Home,Sunny,Working,3.972606345
Sad,2,3,2,60,Male,Morning,Home,Cloudy,Socializing,5.455069152
Anxious,4,3,1,58,Female,Evening,Home,Snowy,Working,3.737922482
Stressed,3,6,5,19,Male,Afternoon,Work,Snowy,Socializing,5.399317382
Stressed,1,5,4,42,Female,Morning,Home,Cloudy,Relaxing,5.26366718
Sad,3,2,4,30,Male,Evening,Home,Rainy,Socializing,4.916288827
Stressed,4,7,5,58,Female,Night,Home,Cloudy,Working,4.688835438
Happy,3,6,1,53,Male,Evening,Outdoors,Cloudy,Working,6.377071022
Sad,1,2,3,54,Female,Afternoon,Work,Rainy,Exercising,4.776432354
Sad,2,5,4,55,Male,Morning,Home,Sunny,Working,5.507356575
Stressed,2,5,2,25,Male,Night,Outdoors,Rainy,Exercising,4.940950995
Anxious,3,5,3,38,Female,Evening,Home,Sunny,Socializing,4.398323409
Anxious,4,8,3,44,Female,Afternoon,Outdoors,Sunny,Exercising,4.725186143
Anxious,5,7,4,51,Male,Afternoon,Outdoors,Sunny,Exercising,4.802365563
Relaxed,1,8,3,64,Male,Morning,Public Space,Snowy,Working,6.048768323
Sad,5,9,1,36,Male,Evening,Public Space,Rainy,Working,5.597149688
Sad,2,3,2,24,Female,Night,Public Space,Cloudy,Relaxing,5.195674513
Relaxed,1,8,2,24,Female,Morning,Home,Sunny,Exercising,5.581510598
Relaxed,4,7,5,42,Female,Evening,Public Space,Snowy,Relaxing,6.422193935
Sad,1,3,2,38,Female,Morning,Outdoors,Rainy,Socializing,4.743777289
Sad,5,4,3,49,Female,Evening,Work,Cloudy,Working,4.965151219
Stressed,3,8,3,41,Male,Morning,Home,Snowy,Working,4.684766165
Relaxed,5,4,2,20,Male,Afternoon,Work,Cloudy,Relaxing,6.135454452
Stressed,2,2,1,51,Male,Evening,Work,Rainy,Exercising,4.992120655
Stressed,4,1,5,59,Female,Night,Work,Rainy,Socializing,5.188131131
Sad,1,8,4,45,Female,Night,Home,Snowy,Relaxing,5.353749284
Relaxed,1,9,2,32,Female,Afternoon,Work,Sunny,Exercising,5.78810158
Stressed,5,9,4,41,Female,Evening,Home,Cloudy,Relaxing,4.966756497
Happy,2,7,5,49,Male,Night,Home,Rainy,Socializing,6.056636348
Happy,2,2,2,41,Female,Night,Public Space,Sunny,Relaxing,5.900577309
Relaxed,1,7,5,37,Female,Night,Outdoors,Sunny,Working,6.188742
Relaxed,4,1,5,45,Female,Evening,Home,Snowy,Working,5.79130718
Anxious,3,1,4,29,Female,Night,Public Space,Snowy,Socializing,4.364189607
Stressed,1,4,1,23,Female,Evening,Work,Rainy,Socializing,4.910971595
Happy,1,10,5,49,Male,Morning,Work,Rainy,Relaxing,6.74057672
Sad,1,9,5,25,Male,Night,Work,Cloudy,Exercising,5.642297969
Happy,4,7,1,25,Female,Night,Public Space,Snowy,Socializing,6.11085352
Happy,5,2,2,20,Male,Afternoon,Work,Sunny,Exercising,6.835031121
Relaxed,4,3,1,64,Female,Night,Home,Snowy,Socializing,6.131919144
Stressed,5,1,5,31,Female,Night,Public Space,Cloudy,Working,4.849692747
Sad,1,6,2,28,Female,Afternoon,Outdoors,Sunny,Relaxing,5.230480779
Relaxed,5,1,2,44,Male,Night,Work,Sunny,Relaxing,6.132170566
Happy,1,10,4,47,Male,Evening,Public Space,Cloudy,Socializing,6.7852087
Anxious,2,2,1,54,Male,Morning,Outdoors,Sunny,Socializing,3.833293458
Sad,1,2,1,45,Male,Night,Outdoors,Sunny,Working,5.010701504
Anxious,1,6,5,55,Male,Night,Outdoors,Rainy,Working,3.816840064
Sad,3,9,4,52,Female,Afternoon,Outdoors,Snowy,Relaxing,5.045843746
Anxious,3,10,4,43,Male,Night,Home,Sunny,Relaxing,4.264445748
Relaxed,3,9,4,55,Female,Evening,Public Space,Snowy,Working,6.163677715
Relaxed,2,4,2,47,Male,Morning,Work,Sunny,Relaxing,5.841780974
Sad,1,4,4,20,Male,Night,Work,Rainy,Exercising,5.25327021
Sad,1,10,1,41,Male,Afternoon,Outdoors,Sunny,Working,5.288244932
Happy,3,5,1,46,Female,Morning,Home,Cloudy,Socializing,6.262272277
Happy,4,1,2,64,Female,Afternoon,Outdoors,Snowy,Relaxing,6.502446684
Anxious,4,6,3,27,Male,Afternoon,Work,Rainy,Working,4.262858187
Sad,1,9,3,29,Male,Afternoon,Work,Cloudy,Working,5.084031307
Relaxed,5,8,4,32,Female,Night,Outdoors,Sunny,Socializing,6.456707824
Anxious,1,6,2,33,Male,Afternoon,Outdoors,Cloudy,Working,4.121840717
Stressed,1,5,2,54,Male,Afternoon,Public Space,Cloudy,Working,4.145696478
Anxious,1,9,4,27,Female,Morning,Outdoors,Snowy,Socializing,4.640255095
Happy,4,10,3,53,Male,Night,Outdoors,Snowy,Exercising,6.442698973
Sad,2,4,4,50,Female,Morning,Work,Cloudy,Working,5.610528128
Stressed,1,3,1,30,Male,Afternoon,Outdoors,Rainy,Working,5.026331301
Relaxed,2,8,4,46,Male,Evening,Work,Cloudy,Working,5.690586151
Anxious,3,10,3,46,Male,Morning,Work,Snowy,Exercising,4.844159744
Happy,1,8,5,55,Male,Night,Home,Rainy,Relaxing,6.527979477
Sad,3,5,1,57,Female,Evening,Home,Snowy,Socializing,5.243101506
Happy,2,6,1,21,Male,Night,Public Space,Snowy,Socializing,5.800461848
Relaxed,2,10,5,38,Male,Afternoon,Home,Snowy,Socializing,5.885051219
Relaxed,4,1,2,34,Male,Night,Home,Sunny,Exercising,5.271403798
Happy,1,6,1,56,Female,Evening,Work,Rainy,Working,6.124095312
Anxious,3,8,4,35,Female,Night,Home,Snowy,Working,4.636107297
Relaxed,2,9,2,32,Female,Night,Home,Snowy,Relaxing,5.651241695
Sad,3,8,1,34,Female,Morning,Work,Rainy,Working,5.396408483
Happy,5,2,4,52,Female,Night,Work,Sunny,Relaxing,6.692139911
Anxious,3,4,2,30,Male,Morning,Public Space,Cloudy,Relaxing,4.249356508
Sad,3,1,1,58,Male,Evening,Public Space,Snowy,Working,5.392636245
Stressed,2,9,5,28,Male,Night,Outdoors,Cloudy,Exercising,4.739097784
Anxious,3,9,4,33,Female,Afternoon,Outdoors,Cloudy,Exercising,4.788482712
Sad,2,4,2,47,Female,Afternoon,Outdoors,Rainy,Relaxing,4.766422637
Happy,1,3,2,39,Male,Afternoon,Home,Cloudy,Relaxing,6.619318919
Sad,5,4,1,25,Male,Night,Home,Sunny,Exercising,5.619338161
Anxious,2,6,5,54,Female,Morning,Public Space,Cloudy,Socializing,4.257639658
Anxious,1,6,1,31,Female,Night,Public Space,Snowy,Relaxing,4.109474337
Relaxed,5,7,5,48,Male,Evening,Work,Rainy,Relaxing,6.111954774
Happy,4,2,5,20,Female,Evening,Home,Rainy,Working,6.095192184
Stressed,1,8,1,19,Female,Evening,Work,Rainy,Relaxing,4.529014083
Happy,3,8,2,64,Male,Evening,Outdoors,Sunny,Exercising,6.40855354
Sad,3,4,2,55,Female,Afternoon,Public Space,Sunny,Exercising,5.263797873
Sad,5,2,3,51,Female,Afternoon,Work,Snowy,Exercising,4.829700974
Relaxed,4,2,1,24,Male,Night,Public Space,Rainy,Socializing,5.797110802
Happy,4,2,4,36,Female,Night,Outdoors,Snowy,Exercising,6.754959975
Sad,1,10,1,47,Male,Night,Home,Cloudy,Working,5.050122415
Stressed,4,4,4,53,Male,Morning,Work,Snowy,Socializing,5.274814046
Stressed,5,3,1,32,Male,Night,Public Space,Cloudy,Exercising,5.174308033
Relaxed,1,5,3,21,Male,Morning,Outdoors,Cloudy,Working,5.502170882
Stressed,3,1,5,54,Male,Evening,Public Space,Rainy,Exercising,5.153178359
Anxious,4,10,2,37,Male,Evening,Outdoors,Sunny,Relaxing,4.942396176
Stressed,4,5,2,58,Male,Morning,Home,Cloudy,Socializing,4.469207734
Relaxed,2,1,1,52,Female,Night,Home,Rainy,Working,5.488060931
Stressed,4,1,1,32,Male,Afternoon,Home,Rainy,Socializing,4.738646027
Relaxed,1,4,2,26,Male,Morning,Work,Snowy,Exercising,5.634694758
Anxious,1,4,4,49,Male,Afternoon,Public Space,Rainy,Exercising,4.261821239
Anxious,1,4,1,38,Female,Evening,Home,Snowy,Relaxing,4.167798527
Stressed,5,2,5,18,Male,Evening,Outdoors,Cloudy,Relaxing,5.182018823
Sad,5,3,5,47,Female,Afternoon,Public Space,Sunny,Working,5.670898059
Anxious,5,5,5,46,Male,Morning,Work,Rainy,Working,4.302694805
Relaxed,1,2,2,47,Female,Night,Public Space,Cloudy,Socializing,5.490607744
Anxious,5,6,1,23,Female,Afternoon,Work,Sunny,Working,4.584377632
Sad,5,8,1,48,Male,Morning,Public Space,Sunny,Relaxing,5.615948008
Happy,1,8,4,24,Female,Night,Outdoors,Cloudy,Socializing,6.080152351
Happy,4,10,3,23,Female,Night,Work,Cloudy,Working,6.689789761
Happy,2,4,1,37,Female,Morning,Public Space,Sunny,Working,5.688023137
Anxious,3,4,5,18,Male,Night,Public Space,Rainy,Relaxing,4.054821864
Relaxed,3,4,2,40,Male,Night,Public Space,Cloudy,Socializing,5.44888683
Relaxed,3,7,5,22,Female,Night,Home,Sunny,Working,6.311344711
Happy,1,4,1,24,Male,Morning,Work,Rainy,Working,6.474034359
Anxious,3,6,3,56,Male,Evening,Outdoors,Snowy,Working,4.413626269
Relaxed,5,1,3,18,Male,Afternoon,Work,Sunny,Exercising,5.524873812
Stressed,5,8,3,32,Female,Night,Outdoors,Rainy,Exercising,5.426764393
Relaxed,3,1,1,43,Female,Afternoon,Outdoors,Cloudy,Socializing,5.634526726
Relaxed,3,10,4,36,Male,Evening,Outdoors,Sunny,Relaxing,5.925346574
Happy,4,3,3,59,Male,Evening,Outdoors,Rainy,Relaxing,6.490688348
Happy,5,2,4,50,Female,Morning,Home,Cloudy,Working,6.26899889
Anxious,3,6,4,19,Female,Afternoon,Outdoors,Cloudy,Relaxing,4.658287131
Stressed,4,8,1,25,Female,Evening,Outdoors,Cloudy,Relaxing,5.108081164
Anxious,5,6,4,37,Male,Morning,Home,Snowy,Working,4.555535445
Anxious,5,6,5,28,Female,Afternoon,Outdoors,Cloudy,Working,4.781084417
Stressed,5,9,5,35,Male,Morning,Outdoors,Snowy,Exercising,5.281246388
Anxious,5,4,4,44,Male,Evening,Home,Snowy,Relaxing,4.77075753
Stressed,4,9,1,40,Male,Afternoon,Work,Snowy,Socializing,4.575008527
Happy,4,2,3,33,Male,Afternoon,Public Space,Sunny,Working,6.361627373
Anxious,4,8,5,62,Female,Evening,Public Space,Snowy,Relaxing,4.252705206
Sad,2,9,3,21,Female,Night,Home,Sunny,Relaxing,5.154472068
Sad,5,3,5,52,Female,Evening,Public Space,Sunny,Relaxing,5.800356442
Relaxed,4,9,4,64,Male,Morning,Public Space,Rainy,Relaxing,6.152148408
Stressed,2,3,3,54,Female,Night,Home,Cloudy,Exercising,4.475330475
Stressed,5,10,1,48,Male,Morning,Outdoors,Snowy,Working,5.371164188
Relaxed,5,5,4,32,Female,Night,Work,Rainy,Socializing,5.781541222
Relaxed,1,2,4,23,Female,Evening,Work,Rainy,Relaxing,5.799782063
Relaxed,4,10,4,46,Male,Evening,Public Space,Snowy,Exercising,5.622337766
Anxious,4,10,1,51,Male,Afternoon,Work,Rainy,Exercising,4.686861115
Happy,1,6,5,19,Male,Evening,Work,Snowy,Working,6.422678902
Relaxed,1,7,3,31,Male,Night,Outdoors,Cloudy,Relaxing,5.675630752
Happy,1,8,3,40,Female,Morning,Work,Cloudy,Working,6.275617017
Anxious,3,4,3,55,Female,Afternoon,Home,Sunny,Relaxing,4.3696517
Relaxed,3,7,4,23,Male,Afternoon,Public Space,Rainy,Socializing,5.97851226
Relaxed,2,10,2,64,Male,Morning,Home,Cloudy,Working,6.224000313
Stressed,1,1,1,49,Male,Afternoon,Work,Rainy,Working,4.432507814
Sad,2,1,5,32,Male,Night,Home,Rainy,Relaxing,5.712290729
Stressed,5,5,2,58,Female,Night,Work,Cloudy,Socializing,5.079912659
Relaxed,3,6,1,22,Male,Afternoon,Home,Sunny,Socializing,5.776299751
Relaxed,3,1,3,47,Male,Morning,Work,Sunny,Working,6.154078956
Sad,4,7,2,20,Female,Morning,Work,Rainy,Working,4.980380406
Sad,3,7,4,58,Male,Morning,Home,Snowy,Socializing,5.668728127
Relaxed,3,9,5,63,Female,Afternoon,Outdoors,Sunny,Relaxing,5.623048162
Relaxed,3,4,5,49,Female,Afternoon,Home,Snowy,Socializing,6.092225032
Stressed,5,1,5,52,Male,Night,Work,Sunny,Relaxing,4.927019757
Stressed,4,9,3,39,Male,Night,Home,Rainy,Exercising,5.279052759
Sad,2,10,3,51,Male,Evening,Work,Rainy,Exercising,5.504373478
Happy,4,2,2,44,Female,Morning,Public Space,Sunny,Socializing,6.480486025
Anxious,4,3,5,23,Male,Evening,Work,Rainy,Socializing,4.308426628
